,product_name,product_review,user_rating
10,Kentucky Brunch Brand Stout,"'Poured black as ink with thin ruby edges at 58 degrees; fast fizzy cinnamon brown head; no cap retention, ring or lace; medium legs on swirl. Strong maple nose with molasses and roast coffee grind right behind. Sweet maple syrup and molasses up front; bitter roast coffee; dark fruit - cherries and plums with chocolate middle; no booze; maple and coffee on backend. Thick almost chewy feel; heavy full body; rich velvety tongue coating; no barrel or astringency; warming from 12%; creamy feel/linger on tongue. Overall awesome; strong long lasting maple nose; main flavors are in harmony; subtle dark fruit and chocolate notes add layers complimenting the whole; no hint of whiskey or barrel notes; and the feel is superb; world class!'",4.97
11,Kentucky Brunch Brand Stout,"'she’s got heat....but man is she somethin nice! lots of barrel presence. maple goodness on the nose. thick and chewy. flavor is all barrel, booze and molasses. What a treat.'",4.75
12,Kentucky Brunch Brand Stout,'Amazing brew. The maple aroma pours out of this bottle upon cracking. The pour was pitch black with a nice brownish red head. Carbonation holds and the beer is thicc AF',5
13,Kentucky Brunch Brand Stout,"""Finally got to try the white whale. Pours like syrup, smells like syrup. Seems like it should be just a perfect beer, but I don't think TG does coffee as well as the other best breweries. I definitely got some green pepper.""",4.3
14,Kentucky Brunch Brand Stout,"'Had this on tap at the 12-15-18 release in Decorah. The aroma on this was amazing and was a step above the flavor. This beer is a very good mix of coffee, barrel and maple but just shy of a perfect rating. Maybe because the expectations are so crazy high?'",4.85
15,Kentucky Brunch Brand Stout,"'Had this on tap At the KBBS release 12/15/18 pour was super dark, no head even when i attempted to swirl it. great aroma, lots of coffee and barrel. Taste was silky velvety smooth. Overall an amazing beer.'",4.89
16,Kentucky Brunch Brand Stout,"""Great beer, but didn't seem to be worth the hype. For a $1000 secondary market, should have been perfect, and just failed to miss the mark for me. The nose was incredible, but the taste almost had a metallic tinge to it.""",4.3
17,Kentucky Brunch Brand Stout,"'Batch one, 2013, Enjoyed at GAB bottle share', 'Pitch black thick oily rich, thick legs, touch of head', '', 'Nose loads of maple thick dark chocolate, cocoa, hint Smokey, roasty coffee, coffee syrup, nice barrel vanilla and thick maple, vanilla ice cream', '', 'Taste velvety creamy smooth thick dark chocolate, cocoa, big maple syrup, vanilla ice cream, touch of Smokey, roasty coffee, lurker nutty coffee and hint of bitterness, mild toasted oak vanilla barrel, no booze, earthy coffee late, thick dark chocolate', '', 'Mouth is thick rich creamy, velvety smooth, no alcohol', '', ""Overall incredible! Easily one of best beers I've ever had.""",4.91
18,Kentucky Brunch Brand Stout,"""Pouring with a thick viscosity that's damn near reduced balsamic, a blackish-brown gloss begins coating my companion's lips at first sip, like she's gone full goth. A uniform, dark mocha blanket builds over top of the void black body, but that quickly fizzles out, leaving nothing but brown staining legs that coat the glass with a swirl."", '', ""Hypnotizing aromas of deep, dark smoky maple swirl into a luscious malt that brings to mind dark cocoa wafer and mocha. A surprising barrel presence graces the nose without any heat, exhibiting a super oaky but dark wet char that's not spicy or overpowering. The bourbon barrel also delivers a lightly sharp toasted coconut scent as it warms."", '', ""Intenesly rich and smoky maple flavors are met with a deeply earthy, dark roasted coffee that I don't recall getting as much of in the numerous Mornin' Delight pours and bottles I've had over the years. Raisinets and dark cocoa wafer intermingle with the aforementioned flavors, while a substantial charred oak and bourbon complexity amps KBBS up considerably. The black peppery woodiness adds a mild heat, and the divine maple aftertaste lingers forever, with a nicely warm exhale."", '', 'The super viscous and velvety thick body suppresses the bourbon heat well. A slow to surface fizz brings a faint sting with it during the sticky, semi-dry yet impossibly round swallow. As you get to the bottom of the glass, it thins out a bit and becomes a bit boozier and less complex, but such is life. Nothing is ever really perfect, is it?', '', '2014 vintage, gold wax'",4.87
19,Kentucky Brunch Brand Stout,"'This is the beer that I always thought Morning Delight should be - the maple syrup is prominent in the nose and taste, but not so forward and overwhelming that it becomes a bit cloying and unpleasant. The barrel is a bit subdued, but still comes through clearly.', '', ""KBBS is a once in a lifetime beer that I am sure I'll be chasing for a while now. As I shared this bottle with five friends, I only received about a two ounce pour - which I nursed for a bit and smelled more than tasted. It's so sweet that I think it is best enjoyed as well - let it warm up, let the oily texture because a little more fluid. It's a tremendous beer and best enjoyed very slowly.""",5
20,Kentucky Brunch Brand Stout,"'3oz pour from a 12oz bottle (don’t even get me started). pours pitch black. zero head. smells of peppery green espresso and almost nothing else. don’t get any maple and just a slight bit of bourbon. taste is similar. somewhat one dimensional with a dominating peppery green espresso flavor. get more maple on the taste with significantly less bourbon. mouthfeel is decent, slick & oily. not crazy thick. a good stout but it’s not super balanced. coffee dominates the smell and taste with the maple and bourbon as an afterthought.'",4.58
21,Kentucky Brunch Brand Stout,'A buddy of mine called me one night and said that I needed to come over and try this new beer he found. Man am I glad I did because it was and is the best stout I have ever had!',5
22,Kentucky Brunch Brand Stout,"'its always an occasion to drink what is deemed on this website to be the best beer in the world. regardless of what one may think about how such rankings are figured, it is a treat to say the least. i remember when i was heady and westy 12 before that, times have changed! after a couple of narrowly missed opportunities to drink this one over the years, my man drlovemd87 came through in the clutch with this rarest of the rare bottle. my pour is as thick as paste, slick and black like crude oil, and without hardly any head to it, near still in appearance, shiny, almost gelatinous looking. the aroma and flavor are intense but unfortunately (to me) familiar, i wanted this to be strikingly different, at least from a quality standpoint, and as good as it all is, its not head and shoulders above all else, it might not even be my favorite barrel aged coffee stout i have had this year (shhh). a few things are immediately obvious to me. the first is that whatever barrels these were, they seem to have housed some excellent whiskey. its not more or less of it, nothing about the oak profile specifically, but the bourbon character itself seems obviously better than most of what else is out there, this i will grant. the second thing, is that saying something like this is objectively better than something else in its category that is notable and near perfect and all of that, is highly problematic, approximations and cloudy memories and nothing more than opinion. factually, this isnt that much better than any number of great beers in its field, and i will stand by that. i cant spend the whole time drinking this thinking about the merits of a ratings system i dont control or other beers i like better though, that would be a foolishly wasted opportunity to enjoy quite literally the best. its full of rich bourbon, heavy vanilla and maple syrup qualities, even the texture of maple syrup, tons of barrel char and earthy burnt dark grain and chocolate, and a well integrated high end coffee profile as well, in some ways quite simple, but impossibly mature and nuanced, enhanced magically by the whiskey, and with lingering sweet, bitter, raisin, cocoa, and bourbon character. its as good as they say it is, that is not my comment. my comment is that others are at this level too. i am enormously thankful to have been able to drink this one, especially without having to pay the absurd secondary market prices this is fetching. if you are considering dropping some coin for this on a forum or whatever, i would reconsider, not that this isnt awesome, but its likely that your local bottle shop or brewery has something comparable...'",4.55
23,Kentucky Brunch Brand Stout,"'Love the huge maple up front with balanced whiskey, subtle coffee, dark cocoa; semisweet, wee cinnamon, big whiskey, the coffee is superb. Yet bitter, bold, and some plum, too for flavors; luscious, creamy mouthfeel that lasts and lasts; bitter, sweet, whiskey, roasty finish.'",4.93
24,Kentucky Brunch Brand Stout,"'Jet black with minimal head and a shiny oily luster. The nose and taste is big coffee upfront and settles into more of a Maple and Bourbon focus as it warms, however all three of the Coffee, Maple, and Bourbon remain throughout and interact well as it warms. The mouthfeel is an absolute 5 from the chilly beginning though the warm finish, with smooth sticky oil-like viscosity. Easily meets the hype, never had better!'",4.99
25,Marshmallow Handjee,"""It's nothing short of absolute perfection. It's like drinking a liquid velvet smore complete with campfire smoke. Love the stuff just wish it wasn't so impossible to get ahold of.""",5
26,Marshmallow Handjee,'2018 version poured into a tulip. This beer deserves every bit of hype associated with it in my opinion. Wonderfully thick. Marshmallow and chocolate delight with booze knocking on the door. I hope I have another chance to try this beer sometime.',5
27,Marshmallow Handjee,"""Wow was this overrated. I couldn't beleive it when I saw that this was my variant. Had a blind BBA Vanilla beer tasting with family. Handjee, Bourbon County Vanilla, Fundamental Observation, Vlad Vanilla & French Vanilla Militia."", '1. FO', '2. BCV', '3. Handjee', '4. Vlad', '5. FVM'",4
28,Marshmallow Handjee,"'Tastes like burnt Vanilla Coke aged in gasoline barrels.', '', 'I love a boozy stout. I love adjuncts. And I like when they’re made with concern for tastebuds, not just for how extreme of a flavor they can get out of it.', '', 'Hard pass!'",3.77
29,Marshmallow Handjee,'Tastes like a barbeque pork chop dipped in vanilla icing. I do not understand this beer or the hype. I will not be hunting any more dark lord variant. Pass.',3.88
30,Marshmallow Handjee,"'Jet black pour, dark tan head. The base Dark Lord aromas plus heavy vanilla and some oak. Wow.', '', 'The vanilla is really forward on the taste, which enriches the flavors of the base beer. This is truly world class, IMHO.'",4.74
31,Marshmallow Handjee,"""Split the 2018 version with 2 friends. I'll blame the perpetual hype but IMHO this was just a pretty good vanilla stout. Not 5 times better than FO, certainly not 2-3 times as good as Henna marshmallow. Yes the vanilla balance was perfect but honestly it started to wobble a bit as it warmed up. Not worth the price tag, hoping for a different variant this year.""",4.42
32,Marshmallow Handjee,"'2017 vintage; drank 6/2/17 @ Harvest Hop Haus.', '', 'Bottle 538 of 1227.', '', 'Black appearance.', '', 'Minimal dark tan head; minimal lace.', '', 'Rich vanilla, milk chocolate, oak & mild bourbon notes in the nose.', '', 'Thick, sticky mouthfeel.', '', 'BOLD, rich vanilla & milk chocolate flavors up front; mild oak & faint bourbon heat notes on the finish.', '', 'A vanilla lovers dream, and possibly the best ""pastry stout"" ever made.'",4.92
33,Marshmallow Handjee,"'For purposes of the review, both 2017 and 2018 were sampled together.', '', 'Appearance - The beer had the vicious blackness of Dark Lord.', '', 'Smell - The 2018 had more sweet chocolate marshmallow. 2017 leaned more Earthy and dry but still had an overall sense of sweetness.', '', 'Taste - The 2018 had amazing notes of toasted marshmallow, chocolate syrup, vanilla, and char in back. The 2017 was not as sweet, but still had notes of sweet vanilla and chocolate. In both bottles, there was a sweet quality of kids’ breakfast cereals. Amazing there is almost no burn from the 15% abv.', '', 'Mouthfeel - on par with motor oil, the beer has amazing thickness. It clings like few others.', '', 'Overal - Holy diabetes! The beer should be too sweet, but it is so good. Further, it appears the beer is best consumed fresh.'",5
34,Marshmallow Handjee,"'L: pours thick and pitch black with no head', 'S: marshmallow, vanilla, chocolate and barrel. Mighty fine', 'T: just like the nose and all in harmony', 'F: smooth, thick and creamy', 'O: world class'",4.9
35,Marshmallow Handjee,"'2018 vintage. About six months from bottling.', '', 'A: Pours jet black with a thick ring of dark brown, espresso-like head. No lacing and average retention.', '', 'S: Suuuuper rich dark chocolate, blackstrap molasses, vanilla bean, dry oak barrel and cinnamon, and light bourbon. A little bit of cardboard. A very brawny BA stout.', '', 'T: Dark chocolate, vanilla, cola, light spice (cinnamon, clove) and light toasted oak, a bit of sherry and roastiness. Pretty long finish. The barrel is not very noticeable on the palate. As you might guess from the base, this is super sweet; the barrel and vanilla balances this out somewhat but not completely. Like a liquid candy bar.', '', 'M: Sticky full body and medium, sharp carbonation that thankfully cuts through the massive body. A comforting alcohol warmth gently warms your innards.', '', 'O: Big, sweet, rich, and pretty tasty beer. The cardboard note is distracting, and the sweetness is as overwhelming as it is in regular DL. I’d always heard that, even though the base beer is terrible, adding it to barrels transformed it in such a way to somehow make it ethereal. That’s half true, I guess. I can’t drink more than like 4oz of this stuff.'",4.35
36,Marshmallow Handjee,'Can cross this whale off the list! Mouthfeel on this beer is outstanding. If you have a chance to sample or get this beer I highly recommend it for sure!',4.94
37,Marshmallow Handjee,"'750 into a fff teku', '', 'l- looks great, thick and black. nice half inch head', '', 's- aroma is off the charts! great vanilla and chocolate! vanilla never smelling artificial', '', 't- oh shit this is for real. huge bourbon and vanilla, mixes together extremely well. interpreting of the vanilla really makes this beer', '', 'f- great mouthfeel, smooth and soft. thick and immense but surprisingly velvet', '', 'o- this is a long time want. i don’t think this is worth the asking price but it’s a must have on all stout lovers. reminds me a lot of FO batch 2'",4.96
38,Marshmallow Handjee,"'Smells great, mouthfeel great.', ""Sweet sweet sweet. It is delicious. But i found, though delicious, it might be objectionable to drink a full glass due to the level of sweetness. I didn't get any barrel, mostly residual sugars. Nice beer, I don't find it elite.""",4.59
39,Marshmallow Handjee,"'2018 bottle(silver wax). The hype is real! Been wanting this for as long as I can remember. Glad I finally got a chance to try a hefty pour at a nice share. It stole the show around a bunch of BIG beers. It’s crazy how much this tastes like toasted marshmallow fluff. Zero heat, and smooth as hell.'",4.99
40,Marshmallow Handjee,"'Everything I love about barrel aged stouts. Thick, oily, coats the glass. Smells sweet, but not overly so. The taste follows with sweetness, barrel oak/vanilla flavors. Not overly sweet, with enough heat to balance it perfectly. (2017 Handjee)'",4.94
41,Marshmallow Handjee,"""My review is for the 2018. I had it as a sample several times at DLD. It is an great beer but not exceptional. To me it was a little sweet and lacked the complexity and robust flavor of Chemtrailmix. I think 18' FVM was better as well.""",4.32
42,Marshmallow Handjee,"'The beer pours a sludgy Pitch Black with a medium sized khaki head. It has low carbonation. The beer smells of vanilla beans, marshmallows, bourbon, and molasses. It tastes of vanilla beans, marshmallows, caramel, light bourbon, and molasses. The feel is medium and not too sweet. A great barrel aged stout, in just thrown off because it’s not nearly as thick as the base beer.'",4.79
43,Marshmallow Handjee,"'My own personal white whale. Never thought I would have the ""ammo"" to land it, but finally everything fell into place and it was in my hands. I went old school, getting a bottle of Bourbon Barrel Aged Vanilla Bean Darklord from 2012. Bottle #755/934. Poured black with a smidge/ring of tan bubbles around the edges. Vanilla fills the nostrils. Now I\'ve heard people talk that this beer tastes like marshmallow. I\'ve also had other beers people describe as marshmallow, but to me the flavor was not there. Here is a beer that is truly a liquid marshmallow flavor experience. Not only is that the flavor, but it coats the mouth and ""stays for days"". Supposedly, this is also a 15% beverage, but there isn\'t a trace of alcohol in this beer. Was it worth it? As I am a lover of the sweet brews, it sure was.'",5
44,Marshmallow Handjee,"'This is hot, but full of marshmallow, vanilla, bourbon, and big dark malts; solid mouthfeel. But I want so much more from the body and flavors; such a hot, yet creamy finish. The nose is the best. Great to try.'",4.54
45,Marshmallow Handjee,"'2017 bottle, kept at ~45F since release.', '', 'Bourbon and sticky caramel on the nose.', 'Taste is bourbon, sugar, vanilla, and chocolate with a fantastic lingering sweetness that coats your mouth. Just insanely good!'",5
46,Marshmallow Handjee,"'2017 Bottle, Split just two ways :-)', '', 'This beer lives up to the hype. Pours super viscous black and delivers with a full flavor cascade of fudgy vanilla bourbon dark lord that coats the mouth and makes one inevitably smile.'",4.83
47,Marshmallow Handjee,"'2016 bottle poured into a Dark Lord Teku. Split three ways. Thank you Ryan for sharing this beast!', '', 'Pours an opaque black body with a small brown head that reduces to leave a ring of retention and a little lacing. Sticks to the glass upon swirling.', '', 'Aromas are potent and come through more intense as this beer warms. Vanilla beans and milk chocolate are prominent, bourbon, a tad bit boozy but in a great way. On the tongue is straight vanilla, chocolate covered marshmallows, rocky road fudge. Mouthfeel is rich and thick, especially as it warms.', '', ""I've been waiting 5 years to try this beer, and it totally lives up to the hype.""",4.88
48,Marshmallow Handjee,"'2016 bottle poured into a teku.', 'Very opaque black and thick looking upon pouring. Coats and clings to the glass.', 'Aroma is tons of vanilla bean and some booze. Bourbon is present for sure.', 'Taste was straight bourbon vanilla bean but the beer was very balanced and not overly boozy. As this warmed, the bottom of the glass got even better as the vanilla popped more.', 'Feel was thick. Very viscous, as expected. Coated the tongue and mouth and lingered.', 'Overall, this lived up to the hype and then some. Just an outstanding and delicious beer!'",5
49,Marshmallow Handjee,"'Vintage 2014: The beer has developed quite nicely and has evolved into almost a flavor profile that resembles a spirit. Absolutely stellar.', '', 'Vintage 2017: True to its name, the flavor is sweet like marshmallows. Thick mouthfeel. Overall, a very well rounded beer.'",4.78
50,Barrel-Aged Abraxas,"'Black in color with no penetration to light. The aroma is of cinnamon, chocolate fudge, vanilla, and whiskey. I’m tasting dark chocolate brownies, cinnamon, vanilla, and whiskey. The mouth is lusciously smooth and insanely drinkable for 13%.'",4.51
51,Barrel-Aged Abraxas,"'2019 edition poured into a tulip glass via draft', '', 'Color is a milk chocolate brown', '', 'Smell is light cinnamon, vanilla and bourbon', '', 'Taste is a more muted cinnamon and chili pepper flavor than i was expecting which was a bit of a disappointment, yet even with the toned down flavors this was still great as everything blended well. Some creamy vanilla was evident and the barrel presence was nice', '', 'Carbonation was low', '', 'Mouthfeel was exceptional and the best part as it was thick and creamy and just enough sweetness.', '', 'I had high expectations for this beer and while it was very good i wanted a bit more spice from it'",4.51
52,Barrel-Aged Abraxas,"'Had on draft from a snifter at Perennial.', 'L: Dark, not totally black, but close, with a thin brown head.', 'S: Choc-o-lot', ""T: Very chocolate as well, cinnamon rounded out at the end. I didn't get a ton of heat when cold, but the second half of my pour it comes out nicely at the back end and really augments the rest of the bear. The whiskey is apparent throughout as well, but not as some of their other barrel aged beers."", 'F: Viscous and in a way that works well with the beer.', ""O: This was like drinking two different beers warm and cold, which was awesome. A nearly perfectly balanced beer and this coming from someone who usually doesn't like cinnamon in his stouts.""",4.74
53,Barrel-Aged Abraxas,"'On tap at Hops & Pie(10/2017). Black appearance with a small tan colored head. Pleasant aroma of light chili peppers, chocolate malt, vanilla, cinnamon, light oak and a touch of whiskey barrel. Similar flavor, rich, malty and moderately sweet with a lightly spiced bitterness. Medium to full body with soft carbonation, a smooth feel and a balanced finish. An excellent sipper overall.'",4.74
54,Barrel-Aged Abraxas,"'The beer pours Pitch Black with a medium dark brown head that recedes quickly. It has low carbonation. The beer smells of cinnamon, nutmeg, Chillies, and earthy chocolate. It tastes of cinnamon, nutmeg, mild spice from the Chillies, earthy chocolate, and light barrel. The feel is medium and well balanced. A great barrel aged stout, but not really blowing me away.'",4.52
55,Barrel-Aged Abraxas,"'Obsidian black, with burnt motor oil brown edges at a closer look, and very minimal visible carbonation, but for a thin dark mocha ring that dies to a silky surface fairly quickly.', '', 'Smell is potent of cinnamon toast and Red Hots, and lesser of vanilla nougat.', '', 'The medium to thick body has a crackly fizz that firms up and brings out a more dusty cinnamon than on the nose, while the barrel is splintery and adds some heat to the peppery sassafras of the oak that gives a hint of cola at times. Cocoa dusted dates comes out of the semi-dry, warming finish, as rounding chocolate and a smoky char continue to develop over top of the mild to low presence of spicy chili peppers.', '', ""Having this side by side a bottle regular Abraxas of the same year, the adjuncts seem like they have ten times the potency here by comparison. It's also not quite as thick or viscous as the BA Sumps I've had.""",4.22
56,Barrel-Aged Abraxas,"'Pours a pitch black coloration with a small, creamy head. Smell is dominated by rich chocolate fudge and an intense cinnamon note, as well as a strong earthy, oaky, peppery rye barrel note and hints of vanilla and chili. Taste follows the nose, being dominated by chocolate fudge, cinnamon and and a subtle but complex rye barrel character of earthy, musty, oaky, peppery notes, as well as lighter notes of roasted malt, vanilla, chili peppers and just a hint of dark fruits. Finishes with a light sweetness and some cinnamon and oaky, spicy notes lingering in the aftertaste. Full, creamy mouthfeel with a rich body and low carbonation.', '', ""The cinnamon and chili work really well with the peppery, spicy rye barrel character, although I have to say that the cinnamon presence is way overdone here for my personal taste and that there is also not quite enough of a bitter/roasty counterpoint to the sweeter chocolate and vanilla notes. While mouthfeel is nice and creamy, it's still disappointing compared to Sump as well. Does not live up well to the hype.""",4.3
57,Barrel-Aged Abraxas,'Had side-by-side with KBBS and it won the night. Retains all the amazing notes of regular Abraxas with a perfect barrel character and mouth feel. Amazing beer!',4.9
58,Barrel-Aged Abraxas,"""Completely by accident, I ran across this beer at a craft beer bar that I frequent - had never heard of Abraxas. Barrel aged imperial stout sounded like the kind of beer I like, so I got a small taste just to see if I wanted a full pour. Didn't take long to decide...in fact, I had a second pour because I couldn't imagine any of the other 99 or so taps could have anything this delicious."", '', ""If you've had Canadian Breakfast Stout, and Prairie Bomb!, It tasted like a mix of the two. Absolutely delicious. Definitely World Class!""",5
59,Barrel-Aged Abraxas,"""Lucky enough to get a tip of when this was tapping at this year's Great Taste of the Midwest. Otherwise I probably would have missed it. Because with so many beers to try, I find it hard to keep track of when specific beers are being tapped. But I am very grateful that I was near the Perennial tent around 2:00 when they started pouring what turned out to be one of the best beers I have ever had."", '', 'Regular Abraxas has always been one of my favorite beers. I was curious to see what barrel aging would do to adjuncts that are already in a fairly perfect balance. It was amazing how the barrel stood out but yet still allowed all of the other flavors to shine through. The beer almost tasted like a candy bar but was not overly sweet in anyway. The barrel muted the adjuncts slightly but if possible, put them into even more of a perfect balance than the regular version.', '', ""This year's Great Taste took place on a fairly hot day making barrel aged stouts a bit harder to drink. But this stood out by far and I easily would have downed another pour had it not been in such great demand.""",4.91
60,Barrel-Aged Abraxas,"'Sample at Mikkeller Beer Celebration Copenhagen 2018, Green Session. Aroma has spicy notes like cinnamon and chili with whiskey and dark chocolate on top. Taste is spicy but well balanced with dark chocolate bitterness and light chili heat.'",4.7
61,Barrel-Aged Abraxas,"'Quite possibly the top beer of the night, in a tasting that included the likes of BBT, BA Sump, and multiple pre-2013 Dark Lord Variants.', '', 'The pour is viscous and black.. a dark tan head of foam settles around the glass, drawing out medium lace designs around my 5oz taster glass.', '', 'The nose is all cinnamon, with a subtle but apparent vanilla backbone. The Ancho is such a subtlety but the balance is incredible. Milk chocolate finish rounds out the flavors and holds the beer together. I’ve never experienced a beer where all the adjuncts work so well together.', '', 'BAA boasts a medium body, with low carb and a creamy, smooth mouthfeel.'",5
62,Barrel-Aged Abraxas,"""Once in a while, a bottle comes along that you'd be happy to drink, even if it were poured on to a gravel road. Barrel-aged Abraxas is that bottle for me."", '', ""The peppers and cinnamon are so well-balanced that it's difficult to believe. I drank my first bottle of BA Abraxas side by side with a similar beer - Chemtrail Mix (2017) - and the differences were startling. Likewise, the differences from the base beer. Again, it's a matter of balance - also of mouth feel. BA Abraxas is so rich that it's almost a different beer. The chocolate comes out very distinctly, along with light vanilla notes. The nose is so robust, sweet, and full of bourbon that I'd almost be happy to just smell it."", '', ""While I still hate the secondary value that the beer carries, I'd trade for it every single year if I could - even if it carried a higher value."", '', ""I love this beer. It's very likely my new #1, trumping even Marshmallow Handjee.""",5
63,Barrel-Aged Abraxas,"'This is for 2016 BAA', '', 'Straight Cinnamon Toast Crunch. This is probably my favorite beer of all time. 2017 isn’t quite on 2016 level but it’s really good as well.'",5
64,Barrel-Aged Abraxas,'Damn that’s good! rich cinnamon goodness I feel the peppers in my belly. The Barrel definitely makes it feel thicker and mixes with the cinnamon well.',4.75
65,Barrel-Aged Abraxas,"'2017 Bottle. Drank in a snifter.', '', 'World class beer. Definitely lives up to the hype. Highlight of the beer is how thick it is. It completely coats your entire mouth. Worth seeking out'",4.78
66,Barrel-Aged Abraxas,"'2017 vintage', '750ml bottle poured into a snifter', 'Taken from notes, Aug 2017', '', ""Pours a deep black color with a thin khaki colored head that has short retention before setting to a ring around the edge. Cinnamon leads the way in aroma, followed by undertones of pepper skin, vanilla bean and chocolate. Peppery barrel aroma closes it out and adds some woody oak and a hint of caramel. Cinnamon leads the flavor as well and is immediately complimented by some peppery rye notes form the barrel that seems to enhance the cinnamon. Mid-palate brings out some sweet notes of cocoa & vanilla bean. The finish brings out just a hint of pepper heat, that is immediately followed by light notes of peppery rye, woody oak and a hint of caramel sweetness on the linger. Medium body with moderate carbonation, slightly creamy mouthfeel and warming finish. Take an already outstanding beer and age it in rye barrels, it's delicious""",4.7
67,Barrel-Aged Abraxas,"'Legit smells like cinnamon toast crunch w/ cacao, whiskey, light pepper; tons of cinnamon, barrel, big malts, nilla, lasting whiskey. What a luxurious mouthfeel; bitter, big whiskey finish w/ notes of cinnamon, cacao, and light spiciness; wowzers, love this beer, again.'",4.97
68,Barrel-Aged Abraxas,"""It just doesn't get much better than this. All the robust flavors of the base Abraxas plus the additional barrel vanilla and wood notes. Exceptionally well balanced. Simply Amazing!""",5
